SMILES,Score,PriorLogP,CMET_score,EGFR_score,DELTA
Cc1sccc1Nc1nnncc1N1CN(C(C)C)CC1C,1489.14,-71.84,7.107934048696402,7.056879651818767,-0.05105439687763447
Fc1cscc1Nc1nnncc1N1CN(C(C)C)C1C,1421.9,-111.43,7.104166972635207,7.001513731856379,-0.10265324077882809
Fc1sccc1Nc1nnncc1N1CN(C(C)C)CC1C,1558.93,-86.44,7.240459092019092,7.110999925989043,-0.12945916603004903
Fc1cnncc1Nc1nncnc1N1CN(C(C)C)C1C,833.01,-90.68,7.000431682761683,6.679842593044211,-0.3205890897174717
Fc1nscc1Nc1nnnnc1N1CN(C(C)C)CC1C,1139.5,-90.08,7.126712632922632,7.000623807662926,-0.1260888252597061
Fc1ccsc1Nc1nnncc1N1CN(C(C)C)C1C,1591.94,-104.05,7.132445549469452,7.110452629761877,-0.021992919707574998
Cc1cscc1Nc1nnncc1N1CN(C(C)C)CC1C,1319.9,-78.12,6.940347934770268,7.027162914389532,0.08681497961926343
Cc1cscc1Nc1nnncc1N1CN(C(C)C)C1C,1092.23,-92.51,6.745569371111705,6.964450319761937,0.21888094865023255
Fc1sccc1Nc1nnnnc1N1CN(C(C)C)C1C,1162.13,-107.48,6.968352496392495,6.876249115965732,-0.09210338042676369
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)C1C,1193.66,-104.68,7.026478268398268,6.902334021566666,-0.12414424683160163
Fc1ccsc1Nc1nnncc1N1CN(C(C)C)CC1C,1657.62,-86.69,7.257895331190998,7.170375382476999,-0.08751994871399837
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)C1C,1193.66,-93.49,7.026478268398268,6.902334021566666,-0.12414424683160163
Fc1ccsc1Nc1ncnnc1N1CN(C(C)C)C1C,1123.38,-104.39,7.110492544239385,6.774247368043034,-0.33624517619635075
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)C1C,1193.66,-104.83,7.026478268398268,6.902334021566666,-0.12414424683160163
Fc1ccccc1Nc1nnnnc1N1CN(C(C)C)CC1C,1047.46,-62.49,7.07085221678906,6.785670425639032,-0.28518179115002784
Fc1sccc1Nc1nnncc1N1CN(C(C)C)CC1C,1558.93,-86.44,7.240459092019092,7.110999925989043,-0.12945916603004903
Fc1nscc1Nc1nnncc1N1CN(C(C)C)CC1C,1418.27,-92.77,7.268489726939728,7.090545788182405,-0.1779439387573225
Fc1cscc1Nc1nnncc1N1CN(C(C)C)C1C,1421.9,-110.78,7.104166972635207,7.001513731856379,-0.10265324077882809
Fc1cscc1Nc1nnncc1N1CN(C(C)C)C1C,1421.9,-96.29,7.104166972635207,7.001513731856379,-0.10265324077882809
Fc1sccc1Nc1nnncc1N1CN(C(C)C)CC1C,1558.93,-86.44,7.240459092019092,7.110999925989043,-0.12945916603004903
Fc1ccccc1Nc1nncnc1N1CN(C(C)C)CC1C,977.55,-54.36,7.055761899328742,6.648252673783046,-0.407509225545696
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)CC1,1181.84,-99.27,6.926674412254411,7.034818086945735,0.10814367469132335
Cc1nscc1Nc1nnncc1N1CN(C(C)C)CC1C,1305.33,-77.42,7.281583214759097,6.988832755659372,-0.2927504590997252
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)CC1C,1203.36,-84.09,7.085892565329408,6.930000260882907,-0.1558923044465006
Fc1cncnc1Nc1nnncc1N1CN(C(C)C)CC1C,911.97,-74.68,7.057825676662518,6.774417171178496,-0.2834085054840223
Cc1sccc1Nc1nnnnc1N1CN(C(C)C)CC1C,1151.59,-73.37,6.911588532865259,6.866760145214261,-0.04482838765099739
Cc1sccc1Nc1nnncc1N1CN(C(C)C)C1C,1161.34,-87.73,6.80473262789498,7.024682411924159,0.21994978402917909
Fc1ccsc1Nc1nnnnc1N1CN(C(C)C)C1,1127.59,-97.25,6.894321242208084,7.002667797401256,0.10834655519317149
Fc1cscc1Nc1nnncc1N1CN(C(C)C)CC1,1406.24,-90.67,7.00251292041292,7.110613914451561,0.10810099403864104
Cc1cnccc1Nc1nnncc1N1CN(C(C)C)C1,940.43,-85.11,6.805504286528746,6.728758564629815,-0.0767457218989307
Cc1sccc1Nc1nnncc1N1CN(C(C)C)CC1C,1489.14,-76.21,7.107934048696402,7.056879651818767,-0.05105439687763447
Fc1cscc1Nc1nnncc1N1CN(C(C)C)CC1,1406.24,-104.39,7.00251292041292,7.110613914451561,0.10810099403864104
Fc1nscc1Nc1nnnnc1N1CN(C(C)C)CC1C,1139.5,-90.08,7.126712632922632,7.000623807662926,-0.1260888252597061
Cc1sccc1Nc1nnnnc1N1CN(C(C)C)CC1C,1151.59,-72.95,6.911588532865259,6.866760145214261,-0.04482838765099739
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)C1,1135.71,-94.52,6.901362190032191,7.005631868997015,0.10426967896482431
Cc1ccsc1Nc1nnncc1N1CN(C(C)C)C1C,1113.85,-93.0,6.76447263429381,7.122298411708687,0.3578257774148774
Fc1cnccc1Nc1nnncc1N1CN(C(C)C)CC1C,969.77,-65.75,7.240643537982486,6.710473852952602,-0.5301696850298834
Cc1ccccc1Nc1nnncc1N1CN(C(C)C)C1C,983.17,-63.79,6.648677328749683,6.9623907498981055,0.3137134211484227
Cc1sccc1Nc1nnnnc1N1CN(C(C)C)CC1C,1151.59,-72.95,6.911588532865259,6.866760145214261,-0.04482838765099739
Cc1cscc1Nc1nnncc1N1CN(C(C)C)CC1C,1319.9,-74.86,6.940347934770268,7.027162914389532,0.08681497961926343
Cc1sncc1Nc1nnncc1N1CN(C(C)C)C1C,978.72,-103.46,6.6968569480193,6.8580437208053375,0.16118677278603766
Fc1ccsc1Nc1nnncc1N1CN(C(C)C)C1,1342.1,-103.61,6.970459144305988,7.196246895963513,0.22578775165752507
Fc1ccsc1Nc1nnncc1N1CN(C(C)C)CC1C,1657.62,-89.07,7.257895331190998,7.170375382476999,-0.08751994871399837
Cc1cscc1Nc1ncnnc1N1CN(C(C)C)C1,917.41,-108.33,6.603272794942776,6.7732063588535665,0.1699335639107904
Fc1sccc1Nc1nnncc1N1CN(C(C)C)CC1,1182.12,-108.4,6.834797451437452,7.141321891246009,0.30652443980855715
Fc1cscc1Nc1nnnnc1N1CN(C(C)C)C1,1135.71,-94.52,6.901362190032191,7.005631868997015,0.10426967896482431
Cc1sccc1Nc1nnncc1N1CN(C(C)C)C1C,1161.34,-95.81,6.80473262789498,7.024682411924159,0.21994978402917909
Cc1sccc1Nc1nnnnc1N1CN(C(C)C)CC1C,1151.59,-72.95,6.911588532865259,6.866760145214261,-0.04482838765099739
Fc1sccc1Nc1nnncc1N1CN(C(C)C)C1,1201.7,-101.2,6.863507451437453,7.14437549319961,0.2808680417621572
Fc1sccc1Nc1nnnnc1N1CN(C(C)C)CC1C,1200.8,-84.11,7.06360118992119,6.927915355281971,-0.13568583463921868
Cc1cnsc1Nc1nnncc1N1CN(C(C)C)CC1C,1346.76,-71.9,7.019274055095232,7.078705846457463,0.05943179136223087
Fc1cscc1Nc1nncnc1N1CN(C(C)C)CC1,1147.72,-79.5,6.904712666222665,6.8062713149595515,-0.09844135126311393
Cc1ccncc1Nc1nnnnc1N1CN(C(C)C)CC1C,942.67,-46.55,6.941190282714997,6.776050215699332,-0.16514006701566508
CCc1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1059.78,-78.5,7.145327415133886,6.965819880266793,-0.17950753486709292
CNC(=O)Cc1sccc1Nc1nncc(F)c1Cl,1063.37,-45.84,7.091275473023709,6.9691976916139415,-0.1220777814097671
CCc1ccc(F)nc1Nc1nncc(F)c1Cl,966.35,-44.8,7.0838167931415,6.873521898526308,-0.2102948946151919
CNC(=O)c1scc(F)c1Nc1nncc(F)c1Cl,1104.4,-52.66,7.321793431013433,7.0070602818015315,-0.3147331492119019
CCc1c(C)ncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1062.29,-74.89,7.119740568092039,6.968182330316743,-0.15155823777529598
CNC(C)c1sccc1Nc1nncc(F)c1Cl,1019.67,-45.5,6.987578349428349,6.927233089573824,-0.060345259854525324
CCc1oc(F)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1076.51,-74.8,7.185716643128115,6.981480469677383,-0.20423617345073275
CN(C)C(=O)Cc1c(C)nccc1Nc1nncc(F)c1Cl,921.44,-53.31,7.002583698131933,6.825938013098015,-0.1766456850339182
Cc1sc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,921.34,-79.59,7.0413487197769555,6.825828820354481,-0.21551989942247474
CC(C)n1ncc(F)c1Nc1nncc(N(C)C(=O)c2sccc2)c1Cl,1321.59,-69.1,7.186589683323214,7.292058071038437,0.1054683877152236
CC(C)c1noc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1096.89,-75.11,7.091221423054071,7.000237743735023,-0.09098367931904772
COC(=O)c1scc(F)c1Nc1nncc(F)c1Cl,1000.98,-46.5,7.00837613941614,6.90873911700228,-0.09963702241386052
Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,973.47,-69.39,6.880871344537814,7.025163113145026,0.1442917686072116
CCc1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1059.78,-78.5,7.145327415133886,6.965819880266793,-0.17950753486709292
CC(=O)Cc1ccc(Cl)nc1Nc1nncc(F)c1Cl,1091.66,-51.87,7.191410076198313,6.995457224442225,-0.195952851756088
Cc1cccc(F)c1Nc1nncc(F)c1Cl,1011.07,-39.71,6.918768969527204,6.9830823942805536,0.06431342475334922
CC(=O)Cc1ccc(C)cc1Nc1nncc(F)c1Cl,1096.59,-42.77,7.215223106501343,6.999956721946354,-0.21526638455498848
CNc1nncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1226.02,-83.16,7.126102764621001,7.111527037831451,-0.014575726789550103
CCc1scc(F)c1Nc1nncc(N(C)C(=O)c2sccc2)c1Cl,1055.65,-78.03,6.961913711060182,7.049711784424726,0.08779807336454404
CC(=O)Cc1ccc(F)nc1Nc1nncc(F)c1Cl,1074.5,-51.85,7.205573605610077,6.9796088117438115,-0.22596479386626545
CNC(=O)Cc1scc(F)c1Nc1nncc(F)c1Cl,1061.72,-56.77,7.154119600007837,6.967647340306752,-0.18647225970108483
CNc1cccc(F)c1Nc1nncc(F)c1Cl,1008.04,-47.04,7.226370859859096,6.915763176692586,-0.3106076831665101
CC(C)c1c(C)nccc1Nc1nncc(F)c1Cl,842.64,-49.58,6.889378639138639,6.7365450805893445,-0.15283355854929415
CC(F)c1scc(F)c1Nc1nncc(F)c1Cl,889.14,-60.28,6.790256531246531,6.932198452731907,0.1419419214853761
CCc1oc(F)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1076.51,-74.8,7.185716643128115,6.981480469677383,-0.20423617345073275
CN(C)C(=O)Cc1scc(F)c1Nc1nncc(F)c1Cl,1065.14,-54.45,7.019074203182439,6.97086545746737,-0.04820874571506906
CC(=O)Cc1ccc(C)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1153.72,-67.6,7.227265177208412,7.050745722667856,-0.17651945454055618
CNc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1040.36,-68.04,7.199490184423421,6.9473179868824,-0.2521721975410216
CCc1c(C)ncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1062.29,-74.89,7.119740568092039,6.968182330316743,-0.15155823777529598
CNC(C)c1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1075.75,-84.78,7.23033375901876,6.980777729917143,-0.24955602910161634
Cc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1089.08,-71.12,7.138496307189542,6.993087921392336,-0.14540838579720639
CNc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1040.36,-68.04,7.199490184423421,6.9473179868824,-0.2521721975410216
C=Cc1c(C)ncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1150.56,-78.18,7.048007667659139,7.440709623284784,0.392701955625645
Cc1sccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1167.15,-67.81,7.1060826336408685,7.062321534723448,-0.04376109891742086
CC(F)c1sc(F)nc1Nc1nncc(F)c1Cl,968.82,-60.02,6.897784005994006,6.876081108638087,-0.021702897355918793
Cc1c(C)nccc1Nc1nncc(N(C)C(=O)c2sccc2)c1Cl,879.56,-72.88,6.779425301332654,6.8749953598688895,0.09557005853623579
Cc1cc(F)ccc1Nc1nncc(F)c1Cl,933.97,-36.58,6.839441082414318,6.9263196470278094,0.08687856461349153
CCc1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1059.78,-78.5,7.145327415133886,6.965819880266793,-0.17950753486709292
CC(C)c1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1180.45,-73.24,7.073647352092353,7.092703355345634,0.019056003253281162
Cc1c(F)cc(F)nc1Nc1nncc(F)c1Cl,959.88,-46.13,6.866805433063668,6.884520532392442,0.017715099328774464
Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1005.98,-68.19,6.913717412358883,7.046060549042461,0.1323431366835779
CNc1c(Cl)cccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1066.15,-70.28,7.137767356140591,6.971805381791412,-0.16596197434917936
CCn1ncc(F)c1Nc1nncc(F)c1Cl,1147.41,-45.54,7.10065385816454,7.045264387703797,-0.05538947046074316
Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,973.47,-69.39,6.880871344537814,7.025163113145026,0.1442917686072116
CC(=O)Cc1ccc(F)nc1Nc1nncc(F)c1Cl,1074.5,-51.85,7.205573605610077,6.9796088117438115,-0.22596479386626545
Cc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1173.04,-60.38,7.113344729877965,7.067357044768958,-0.04598768510900708
CCc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1119.59,-72.24,7.221702842092549,7.020720405297318,-0.20098243679523087
Cc1nonc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1123.65,-63.5,7.190261771725008,7.0243342436811576,-0.16592752804385036
CNC(=O)Cc1ccc(F)nc1Nc1nncc(F)c1Cl,1106.59,-50.58,7.0381669389434105,7.009038436563436,-0.02912850237997411
CCn1cc(F)cc1Nc1nncc(F)c1Cl,922.9,-49.15,6.827517339653812,6.975867884501119,0.1483505448473066
c1cccc(F)c1Nc1nncc(Cl)c1Cl,988.55,-43.16,6.896237858416093,6.940734661041571,0.04449680262547773
CC(C)CN(C)C(=O)Cc1ccc(F)nc1Nc1nncc(F)c1Cl,1060.49,-55.87,6.966488388278389,7.057417635738443,0.09092924746005426
CNC(=O)Cc1c(F)cccc1Nc1nncc(Cl)c1Cl,1101.36,-36.23,7.321085437503675,7.004300097125097,-0.3167853403785781
CNc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1040.36,-68.04,7.199490184423421,6.9473179868824,-0.2521721975410216
CC(C)c1cncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1020.83,-76.17,7.063491825396825,6.928374080780331,-0.13511774461649395
Cc1ccccc1Nc1nncc(F)c1Cl,958.06,-34.59,6.864905347593583,6.986402666230827,0.12149731863724433
CC(C)n1c(F)ncc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1109.38,-80.48,7.0115539299589305,7.09541946338792,0.08386553342898928
CNc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1050.15,-81.96,7.207495840989077,6.95669236611428,-0.2508034748747976
CNC(C)c1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1051.78,-85.21,7.155984141414142,6.958241618806032,-0.19774252260810954
C=Cc1cc(Cl)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1137.26,-67.63,7.036379656454655,7.063154045945455,0.026774389490800132
C=Cc1cccc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,886.97,-68.27,6.787814481629481,7.255395309681721,0.46758082805224
COc1c(F)cccc1Nc1nncc(F)c1Cl,1011.22,-40.66,7.07411412332078,6.918912288895744,-0.15520183442503566
CNc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1050.15,-81.96,7.207495840989077,6.95669236611428,-0.2508034748747976
CCc1oncc1Nc1nncc(F)c1Cl,921.16,-45.68,6.8256341295306,6.842524986549397,0.016890857018797334
Cc1cc(F)ccc1Nc1nncc(F)c1Cl,933.97,-36.58,6.839441082414318,6.9263196470278094,0.08687856461349153
CCc1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1059.78,-78.5,7.145327415133886,6.965819880266793,-0.17950753486709292
Cc1[nH]cc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1031.3,-72.01,6.938576148459383,6.943630777623223,0.005054629163840474
CCc1c(C)ncc(F)c1Nc1nncc(Cl)c1Cl,900.58,-43.31,6.887029535236005,6.803039374106285,-0.08399016112972024
CCc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1061.24,-80.71,7.2187231943546655,6.96718891415774,-0.2515342801969256
CNC(C)c1ccc(F)nc1Nc1nncc(F)c1Cl,967.84,-48.67,6.8750719425019415,6.898988070687478,0.023916128185536678
Cc1ccc(F)nc1Nc1nncc(F)c1Cl,927.5,-40.18,6.8324912235476924,6.933798086227496,0.10130686267980327
CC(C)C(C)Cc1ccc(F)nc1Nc1nncc(F)c1Cl,978.07,-58.91,6.893724891774892,6.885576694563605,-0.008148197211286679
CC(C)c1nocc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1097.69,-74.99,7.1562780014430025,7.000960064747346,-0.1553179366956563
CNc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1040.36,-68.04,7.199490184423421,6.9473179868824,-0.2521721975410216
CCc1occc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1134.63,-74.98,7.04549421888569,7.034060246567159,-0.011433972318530827
CNc1[nH]cc(F)c1Nc1nncc(Cl)c1F,981.83,-57.79,7.0087886970219335,6.889417232695923,-0.11937146432601065
Cn1cc(F)cc1Nc1nncc(F)c1Cl,887.66,-43.71,6.954007143575379,6.7885933344514955,-0.16541380912388348
Cn1ccc(F)c1Nc1nncc(F)c1Cl,1008.99,-46.23,7.143118678432679,6.916707495429405,-0.22641118300327445
Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1005.98,-68.19,6.913717412358883,7.046060549042461,0.1323431366835779
CC(C)c1cc(F)ncc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,946.94,-72.9,7.088085062530062,6.853240826395828,-0.23484423613423466
Cn1c(C)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1025.62,-70.02,7.164066993667816,6.933050099353263,-0.23101689431455252
CCc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1061.24,-80.71,7.2187231943546655,6.96718891415774,-0.2515342801969256
CCn1c(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1127.92,-81.21,7.028133184160182,7.130631456745867,0.10249827258568533
CCn1ncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1227.01,-70.1,7.249568072838754,7.112337073628984,-0.13723099920976978
CC(C)c1cccc(F)c1Nc1nncc(N(C)C(=O)c2sccc2)c1Cl,996.99,-62.31,6.904738037518038,7.098950624881654,0.19421258736361668
CC(C)C(C)Cc1oc(Cl)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1.0,-85.98,7.0509934487734505,6.9101329606586255,-0.140860488114825
Cc1c(C)nccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,991.53,-79.1,7.17951354384178,6.89924479479671,-0.28026874904506993
CN(C)c1sccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1146.02,-70.42,7.0585792753325105,7.044046669033582,-0.014532606298928386
CCc1c(C)ncc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1062.29,-74.89,7.119740568092039,6.968182330316743,-0.15155823777529598
CNC(=O)Cc1c(C)ncc(F)c1Nc1nncc(F)c1Cl,1048.57,-54.77,7.024494996833232,6.955186616161615,-0.06930838067161638
Cc1c(F)cccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1149.24,-60.97,7.141715552388788,7.046857906488937,-0.09485764589985024
CCCn1c(Nc2nncc(N(C)C(=O)c3scc(F)c3)c2F)cc(F)c1Cl,1074.99,-98.44,7.124765695742167,6.980066323545737,-0.14469937219643025
Cc1cc(F)cc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1089.4,-61.58,7.069505840989076,6.993384331452862,-0.07612150953621377
CNc1c(F)cccc1Nc1nncc(F)c1Cl,860.9,-42.93,7.162963717001953,6.75798185801127,-0.4049818589906833
CC(C)c1sccc1Nc1nncc(F)c1Cl,976.55,-45.42,6.884022952602952,6.90026189576763,0.016238943164678332
CCn1ccc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1171.04,-76.8,7.065646671988143,7.160804964765626,0.09515829277748367
CCc1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1059.78,-78.5,7.145327415133886,6.965819880266793,-0.17950753486709292
CCc1nonc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1118.61,-69.46,7.081110861132333,7.019846159265573,-0.06126470186675981
CNC(C)c1ccccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1071.38,-68.61,7.060634292929293,6.976701752365283,-0.08393254056400945
CNc1nccc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1061.59,-72.66,7.205994729877965,6.9675269735819745,-0.23846775629599026
Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1005.98,-68.19,6.913717412358883,7.046060549042461,0.1323431366835779
CNC(C)c1cccc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1199.94,-70.07,7.258499386724387,7.090026742432405,-0.16847264429198194
CCn1c(C)ncc1Nc1nncc(F)c1Cl,1002.13,-45.66,7.057554924291395,6.909884317218727,-0.14767060707266833
CC(C)c1c(Cl)cccc1Nc1nncc(F)c1Cl,913.48,-42.31,7.010018167388167,6.817257756973416,-0.1927604104147509
CNC(=O)Cc1ccc(F)nc1Nc1nncc(F)c1Cl,1106.59,-50.58,7.0381669389434105,7.009038436563436,-0.02912850237997411
CCc1nccc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,919.1,-73.59,7.29007607869255,6.823390695227976,-0.4666853834645739
CNC(=O)c1sc(F)nc1Nc1nncc(F)c1Cl,1040.29,-53.15,7.281376507936509,6.947252656093902,-0.33412385184260707
CC(C)c1ncc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1095.72,-74.05,7.1835048989899,6.999171193063473,-0.18433370592642717
Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1005.98,-68.19,6.913717412358883,7.046060549042461,0.1323431366835779
CC(=O)Cc1ccc(C)cc1Nc1nncc(F)c1Cl,1096.59,-42.77,7.215223106501343,6.999956721946354,-0.21526638455498848
CCc1occ(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1059.78,-78.5,7.145327415133886,6.965819880266793,-0.17950753486709292
C=Cc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1025.71,-70.56,6.933140952380952,7.0191067765481865,0.08596582416723475
CCc1sc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1074.99,-89.49,7.107272506153979,6.98007117119808,-0.12720133495589891
CCc1ncc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1047.29,-76.2,7.269787881334354,6.953963448365362,-0.3158244329689923
CN(C)C(=O)Cc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1115.76,-81.03,7.2688983201765565,7.017291298995125,-0.25160702118143163
CNc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1008.36,-69.89,7.135300744418981,6.91607610654052,-0.2192246378784608
CCc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1119.59,-72.24,7.221702842092549,7.020720405297318,-0.20098243679523087
C=Cc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1025.71,-70.56,6.933140952380952,7.0191067765481865,0.08596582416723475
C#Cc1ccc(F)nc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1212.19,-79.26,7.221162660444133,7.100184457992989,-0.12097820245114388
CC(C)c1c(C)ncc(F)c1Nc1nncc(F)c1Cl,920.14,-55.44,6.82452337107337,6.839306796544954,0.014783425471583733
CCc1scc(F)c1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1F,1057.73,-82.93,7.249098371954845,6.963877803046629,-0.28522056890821545
CC(=O)Cc1cc(Cl)ccc1Nc1nncc(F)c1Cl,1021.87,-37.27,7.207489773168009,6.929389159231293,-0.2781006139367168
CCn1c(F)ncc1Nc1nncc(N(C)C(F)c2ccccc2)c1Cl,784.08,-71.23,6.664515346026523,7.1299856204906185,0.4654702744640957
CC(F)c1scc(F)c1Nc1nncc(F)c1Cl,889.14,-60.28,6.790256531246531,6.932198452731907,0.1419419214853761
Cn1cccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1006.97,-61.76,6.9146971907504255,6.919652981748644,0.004955790998218745
CNc1ncncc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,960.85,-65.19,6.867821051921934,7.0440820076328885,0.1762609557109549
C#Cc1ccc(Cl)nc1Nc1nncc(F)c1Cl,1073.78,-48.58,7.040713148681384,6.978943266602674,-0.06176988207870959
CNC(=O)Cc1nonc1Nc1nncc(F)c1Cl,1118.55,-49.74,7.13185293334117,7.019788406038406,-0.11206452730276428
C=Cc1cc(F)ccc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1101.12,-67.92,7.00408311965812,7.041627686194095,0.037544566535975044
CCc1oc(F)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1076.51,-74.8,7.185716643128115,6.981480469677383,-0.20423617345073275
CN(C)C(=O)Cc1cc(F)ncc1Nc1nncc(F)c1Cl,975.26,-44.5,7.109959908843315,6.882699312827696,-0.22726059601561932
CCc1oc(C)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,1163.92,-78.28,7.182808562320035,7.059546039940455,-0.12326252237958002
CC(C)c1c(C)ncc(F)c1Nc1nncc(Cl)c1Cl,977.95,-49.17,6.885461047841047,6.892947034640192,0.007485986799145472
Cn1cc(F)cc1Nc1nncc(N(C)C(=O)c2scc(F)c2)c1Cl,975.08,-70.22,7.023420769394005,6.882517182686596,-0.14090358670740954
C#Cc1c(C)ncc(Cl)c1Nc1nncc(F)c1Cl,961.48,-49.47,6.86847600582424,6.95846938007254,0.08999337424829967
CCc1c(Cl)cccc1Nc1nncc(F)c1Cl,961.17,-41.02,7.148356207452679,6.868148147000056,-0.2802080604526225
